title,combined_score,topic_label,topic_module_count,avg_similarity,max_similarity,best_module,description
Junior Data Analyst (Databricks),0.696748013049007,"data engineer, data engineers, data analyst",17,0.3987557808303954,0.6862285035842441,DBA4811 – Analytics for Consulting,"InfoCepts is a global leader of end-to-end data & analytics solutions with nearly 20 years of experience, also named as Gartner’s 2020, 2021 and 2022 customers’ choice for Data & Analytics providers. We continue to grow rapidly year over year, now employing more than 1,200 people in offices across the globe. As we have grown, we have stayed true to our mission—to always help our customers stay modern that help them make smart, data-driven decisions. Since 2004, we have deployed hundreds of high performance analytics applications over web and mobile platforms, built several advanced analytics models, processed petabytes of data using Big Data technologies and delivered several high impact business solutions. Driven by our vision of delivering great customer experiences, we are looking for professionals who are passionate about making the world a better place by leveraging the power of data. We are hiring aspiring / proven data analyst to join us. Roles and Responsibilities: Design, build, and maintain interactive dashboards and reports Develop and optimize SQL queries to extract, transform, and analyze data from various data sources Perform data analysis and automation using Python Collaborate with business stakeholders to gather, understand, and document reporting and analytics requirements Translate business requirements into technical specifications and BI solutions Ensure data accuracy, consistency, and performance across dashboards and reports Support data validation, testing, and ongoing enhancement of BI assets Provide insights and recommendations based on data analysis to support business objectives Maintain documentation for dashboards, data models, and reporting logic Skills Required: Bachelor’s degree in Computer Science, Engineering, or a related field (or equivalent work experience). Open to fresh graduates with relevant internship experience Experience in Databricks Experience in Tableau/PowerBi dashboard development Strong proficiency in SQL for data querying and analysis Working knowledge of Python for data analysis and automation Experience in requirements gathering and stakeholder engagement Ability to translate business questions into data-driven solutions Strong analytical and problem-solving skills"
INFORMATION TECHNOLOGY CONSULTANT,0.6821823941108167,"data engineer, data engineers, data analyst",17,0.3780627871006578,0.6547863963527676,IS3107 – Data Engineering,"Responsibilities · Design, build, and maintain efficient and scalable ETL (Extract, Transform, Load) data pipelines to support analytics and reporting use cases. · Develop and manage core data infrastructure including data lakes, data warehouses, and databases . · Integrate structured and unstructured data from various sources into unified datasets to support enterprise reporting, dashboards, and advanced analytics. · Optimize data workflows for performance, scalability, and reliability . · Collaborate with data analysts, data scientists, and business users to understand requirements and ensure data solutions meet their needs. · Monitor and troubleshoot pipeline failures and performance issues, ensuring timely resolution. · Document data flows, processes, and system configurations in accordance with governance standards. Skills/Requirement · Strong SQL skills and experience with relational databases (e.g., PostgreSQL, MySQL, SQL Server). · Experience with data pipeline tools and frameworks (e.g., Apache Airflow, DBT, Luigi). · Proficiency in programming languages such as Python, Java, or Scala. · Experience with big data technologies (e.g., Hadoop, Spark). Interested candidates, who wish to apply for the above position, please send in your resume to: ansari.abdulrahman@persolapac.com PERSOL Singapore Pte Ltd EA License No. 01C4394 EA Reg No: R23118975 (ABDUL RAHMAN ANSARI RAJA) We regret to inform you that only shortlisted candidates will be contacted. ********************************** This is in partnership with Employment and Employability Institute Pte Ltd (“e2i”). e2i is the empowering network for workers and employers seeking employment and employability solutions. e2i serves as a bridge between workers and employers, connecting with workers to offer job security through job-matching, career guidance and skills upgrading services, and partnering employers to address their manpower needs through recruitment, training, and job redesign solutions. e2i is a tripartite initiative of the National Trades Union Congress set up to support nation-wide manpower and skills upgrading initiatives. By applying for this role, you consent to e2i’s PDPA . By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOL Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persol.com.sg/policies . You acknowledge that you have read, understood, and agree with the Privacy Policy. **********************************"
Data Engineer,0.6784969720962648,"data engineer, data engineers, data analyst",17,0.37280309997419364,0.646878660532937,IS3107 – Data Engineering,"Deegit Asia Pte Ltd is looking for a highly motivated and detail-oriented Data Engineer with 6 to 7 years of experience to join our growing analytics team. The ideal candidate will have strong analytical skills, hands-on experience in Databricks, Pyspark, AWS and a passion for data-driven decision making. You will play a key role in designing data pipelines and data storage solutions, including databases, data lakes, and warehouses. Overview Use comprehensive modern data engineering techniques and methods with Advanced Analytics to support business decisions for clients. can collect, aggregate, and analyze structured/unstructured data from multiple internal and external sources and patterns, insights, and trends to decision-makers. Your goal is to support the use of data-driven insights to help our Clients achieve business outcomes and objectives. In this role, you will be responsible for extracting, analyzing, and interpreting large datasets to support strategic business decisions. Proficiency in Pyspark, Databricks and data analytics is essential, as you will work closely with stakeholders to design data transformations , and orchestrating pipelines · Work across workstreams to support data requirements including reports and dashboards · Analyze and perform data profiling to understand data patterns and discrepancies following Data Quality and Data Management processes · Understand and follow best practices to design and develop the E2E Data Pipeline: data transformation, ingestion, processing, and surfacing of data for large-scale applications · Develop data pipeline automation using Azure, AWS data platform and technologies stack, Databricks, Data Factory · Understand business requirements to translate them into technical requirements that the system analysts and other technical team members can drive into the project design and delivery · Analyze source data and perform data ingestion in both batch and real-time patterns via various methods; for example, file transfer, API, Data Streaming using Kafka and Spark Streaming · Analyze and understand data processing and standardization requirements, develop ETL using Spark processing to transform data · Understand data/reports and dashboards requirements, develop data export, data API, or data visualization using Power BI, Tableau, or other visualization tools Key Accountabilities · Work with large datasets · Use Pyspark for data wrangling, transformation, and statistical analysis. · Build reports, dashboards, and visualizations to present findings to stakeholders. · Collaborate with cross-functional teams including business, product, and engineering to support analytics needs. · Assist in developing data models and data pipelines as needed. · Ensure data accuracy and consistency through validation and quality checks. · Investigate and fix performance issues · Travel as needed. Key Role Capabilities Requirement · Bachelor’s degree in Computer Science, Computer Engineer, IT, or related fields · Minimum of 4 years’ experience in Data Engineering fields · Data Engineering skills: Python, SQL, Spark, Cloud Architect, Data & Solution Architect, API, Databricks, Azure, AWS · Data Visualization skills: Power BI (or other visualization tools), DAX programming, API, Data Model, SQL, Story Telling and wireframe design · Business Analyst skills: business knowledge, data profiling, basic data model design, data analysis, requirement analysis, SQL programing · Basic knowledge in Data Lake/Data Warehousing/ Big data tools, Apache Spark, RDBMS and NoSQL, Knowledge Graph · Experience working in a Singapore public sector, client-facing/consulting environment is a plus · Team player, analytical and problem-solving skills Education Qualifications Bachelor’s degree in computer science or other relevant fields. Equivalent combination of Education and experience will also suffice."
Data Engineer,0.6766713585699298,"data engineer, data engineers, data analyst",17,0.3796705348960087,0.6240157230576318,IS3107 – Data Engineering,"Bounteous is a premier end-to-end digital
transformation consultancy dedicated to partnering with ambitious brands to
create digital solutions for today’s complex challenges and tomorrow’s
opportunities. With uncompromising standards for technical and domain
expertise, we deliver innovative and strategic solutions in Strategy,
Analytics, Digital Engineering, Cloud, Data & AI, Experience Design, and
Marketing.` One of our
key Financial Services clients is looking for a Data Engineer for
a senior position based in Singapore. Job
Description We are seeking a skilled and motivated Data Engineer with
expertise in Hadoop, Spark, OpenShift Container Platform (OCP), and DevOps
practices. As a Data Engineer, you will be responsible for designing,
developing, and maintaining efficient data pipelines, processing large-scale
datasets. Your expertise in Hadoop, Spark, OCP, and DevOps will be crucial in
ensuring the availability, scalability, and reliability of our ML Solutions. The
primary application you will be working on is the Quantexa platform in the AML
domain. Responsibilities: ·       Implement data
transformation, aggregation, and enrichment processes to support various data
analytics and machine learning initiatives ·       Collaborate with
cross-functional teams to understand data requirements and translate them into
effective data engineering solutions ·       Ensure data quality and
integrity throughout the data processing lifecycle ·       Design and deploy data
engineering solutions on OpenShift Container Platform (OCP) using
containerization and orchestration techniques ·       Optimize data engineering
workflows for containerized deployment and efficient resource utilization ·       Collaborate with DevOps
teams to streamline deployment processes, implement CI/CD pipelines, and ensure
platform stability ·       Implement data governance
practices, data lineage, and metadata management to ensure data accuracy,
traceability, and compliance ·       Monitor and optimize data
pipeline performance, troubleshoot issues, and implement necessary enhancements ·       Implement monitoring and
logging mechanisms to ensure the health, availability, and performance of the
data infrastructure ·       Document data engineering
processes, workflows, and infrastructure configurations for knowledge sharing
and reference ·       Stay updated with emerging
technologies, industry trends, and best practices in data engineering and
DevOps ·       Provide technical
leadership, mentorship, and guidance to junior team members to foster a culture
of continuous learning and innovation to the continuous improvement of the
analytics capabilities within the bank Requirements: ·       Bachelor’s degree in
computer science, Information Technology, or a related field ·       At least 6 years of
experience as a Data Engineer, working with Hadoop, Spark, and data processing
technologies in large-scale environments ·       Strong expertise in
designing and developing data infrastructure using Hadoop, Spark, and related
tools (HDFS, Hive, Pig, etc) ·       Experience with
containerization platforms such as OpenShift Container Platform (OCP) and
container orchestration using Kubernetes ·       Proficiency in programming
languages commonly used in data engineering, such as Spark, Python, Scala, or
Java ·       Knowledge of DevOps
practices, CI/CD pipelines, and infrastructure automation tools (e.g., Docker,
Jenkins, Ansible, BitBucket) ·       Experience with jobs
schedulers like Control-m ·       Experience with Graphana,
Prometheus, Splunk will be an added benefit ·       Quantexa exposure and/or
certification a strong plus ·       Strong problem-solving and
troubleshooting skills with a proactive approach to resolving technical
challenges ·       Excellent collaboration and
communication skills to work effectively with cross-functional teams ·       Ability to manage multiple
priorities, meet deadlines, and deliver high-quality results in a fast-paced
environment ·       Experience with cloud
platforms (e.g., AWS, Azure, GCP) and their data services is a plus Key Technical Skills: ·      
Scala ·      
Python ·      
Spark ·      
Java ·      
SQL, ·      
Shell Script, Java ·      
Hadoop / Cloudera ·      
Elastic Search ·      
Read Heat OCP What's
on Offer Bounteous
brings together 5000+ employees spanning North America, APAC, and EMEA, and
partnerships with leading technology providers. Through advanced digital
engineering, technology solutions, and data-driven digital experiences, we
create exceptional and efficient business impact and help our clients win. Bounteous
is focused on promoting an inclusive environment and is proud to be an equal
opportunity employer. We celebrate the different viewpoints and experiences our
diverse group of team members bring to Bounteous. Bounteous does not
discriminate on the basis of race, religion, colour, gender identity,
sexual orientation, age, physical or mental disability, national origin, or any
other status protected under state, or local law."
Data Analyst Lead,0.6747289243355306,"data engineer, data engineers, data analyst",17,0.35452928757824614,0.6645860465211608,BT4103 – Business Analytics Capstone Project,"Role Overview: The Senior Assistant Director (Data Analyst) leads the design, development, and continuous improvement of enterprise dashboards and analytical products that deliver actionable insights across HQ and Research Institutes. This role ensures analytical outputs are trusted, well-governed, and aligned with organisational priorities, working closely with Business Analysts, Data Engineers, and AI teams to translate data into measurable outcomes. Key Responsibilities: A. Enterprise Analytics Delivery Lead the design and development of interactive dashboards and data visualisations using Power BI and Snowflake. Define and maintain consistent data modelling and data transformation logic, metrics, and KPI definitions across analytical products. Collaborate with Data Engineers to ensure datasets used are certified and discoverable in Alation, with clear business definitions and lineage. Partner with Business Analysts to ensure dashboard outputs meet stakeholder needs and strategic objectives. Oversee dashboard code version control. B. Data Analysis & Insight Generation Conduct deep-dive analyses to uncover trends, correlations, and drivers of business performance. Translate findings into concise insights and actionable recommendations for leadership. Integrate predictive or diagnostic analytics into dashboards in collaboration with the Data Science and AI teams. C. Quality & Governance Validate the accuracy, completeness, and timeliness of data powering dashboards. Provide feedback on data quality and metadata accuracy to support Alation certification and stewardship processes. Contribute to establishing and maintaining enterprise standards for dashboard design, refresh frequency, and version control. D. Collaboration & Capability Building Mentor junior analysts and uplift analytical standards across the team. Lead training or sharing sessions under the Analytics Centre of Excellence to build data literacy organisation wide. Act as a bridge between business users and technical teams, ensuring clarity and alignment on analytical goals. Qualifications & Experience: Bachelor’s degree in Data Science, Computer Science, Business Analytics, Information Technology, or a related discipline. 8–10 years of experience in data analysis, business intelligence, or performance analytics. Advanced proficiency in Power BI, SQL, and data modelling using Snowflake. Strong understanding of data pipelines, metadata management, and governance frameworks (e.g., Alation). Excellent analytical, problem-solving, and data-visualisation skills. Proven ability to engage senior stakeholders and communicate technical findings in plain language. Experience leading or mentoring junior analysts is preferred."
Data Analyst,0.674702580277727,"data engineer, data engineers, data analyst",17,0.37622979610112606,0.621053309186383,DBA4811 – Analytics for Consulting,"CCS is looking for a highly motivated Data Analyst. This role is
critical in transforming data into actionable insights that drive business
decisions. The successful candidate will be responsible for reporting, trend analysis, and collaborating with stakeholders to deliver data-driven solutions. Key Responsibilities Utilize Python for data processing, automation, and advanced analytics. Develop and maintain reports and dashboards using Power BI. Perform trend analysis and identify patterns to support strategic initiatives. Present findings and recommendations to management in a clear, concise, and impactful manner. Required Skills & Qualifications Strong proficiency in Python for data manipulation and analysis. Expertise in Power BI for visualization and reporting. Solid understanding of trend analysis, statistical methods, and data modeling. Excellent communication skills to convey complex data insights effectively."
"AVP, Data Engineer, Data Strategy Group (16674)",0.6710315598451808,"data engineer, data engineers, data analyst",17,0.376081736342076,0.6029943265417522,DBA4811 – Analytics for Consulting,"GIC is one of the world’s largest sovereign wealth funds. With over 2,000 employees across 11 locations around the world, we invest in more than 40 countries globally across asset classes and businesses. Working at GIC gives you exposure to an extraordinary network of the world’s industry leaders. As a leading global long-term investor, we Work at the Point of Impact for Singapore’s financial future, and the communities we invest in worldwide. Data Strategy Group Data Strategy Group (DSG) harnesses and leverages on GIC’s most valuable asset – Data, to drive insights, results and solve real business challenges. We ingest, analyse, and combine data with context across all industries and asset classes to enable investment decisions and enhance investment process. Together, we strive to build a high-performance enterprise data infrastructure, create results-driven approach with data products and strive to be a data-driven organization. Data Engineering You will help to engineer outstanding data solutions to deliver data services at scale. Using modern and innovative data technologies, the team enables GIC colleagues to securely, and seamlessly access data. What impact can you make in this role? You will be empowered to be at the top of your game by providing technical contributions to achieve data-driven outcomes to power critical investment data & analytics in GIC’s vision of being a tech-driven, global, long-term investment firm. What will you do as a Data Engineer? Be part of an ambitious team that provides investment data services for enterprise activities. You can make a difference in our forward-looking journey to shape our world of investments. Work in engineering teams to build and support enterprise investment data & analytics systems consumed by investment professionals and platforms across the firm. Develop business solutions using your strong analytical skills, and contribute to the team in delivering technology value directly to the business. Perform regular peer code reviews and provide technical coaching to junior team members, and sharing to raise the quality bar for engineering talent. Be actively involved in software delivery for fast-moving agile projects with modern DevSecOps practices (e.g. Github, Jfrog, Jira) and data technologies (eg. Python, Snowflake/Databricks, DBT, Airflow). Push for greater automation and automated testing to improve productivity and reduce operational risks. Become an excellent team player with a collaborative mind-set, you will work directly with investment and technology professionals at different levels. What makes you a successful candidate? Join us if you have a passion for data and want to be part of a team in building and developing GIC’s data foundation and infrastructure. 4 or more years of relevant technology experience preferably in financial risk services or asset management industries, and experience in leading software development teams Good engineering experience & practices in the following:  SQL, and/or relational database – Postgres, Oracle, Snowflake Python/Pandas/DBT/PySpark Java / C# (.NET Core), and/or similar OOP frameworks Unix, Shell scripting (Optional) Docker / Kubernetes / Github workflow, and/or other devops capabilities  (Optional) AWS services such as Glue/Batch, S3, SQS, SNS, EKS (Optional) Federated query tools such as Denodo, Presto/Trino, Starburst Willingness to learn with attention to detail, demonstrating a strong passion in technology and/or finance Fair presentation skills, and communication skills across technical and non-technical audiences Good engagement with software engineers and guide hands-on development Ability to collaborate with cross-departmental business and technical partners to contribute in the delivery of business outcomes Bachelor’s or equivalent degree in Science, Technology, Engineering and Mathematics (STEM) related discipline is advantageous Work at the Point of Impact We need to be forward-looking to attract the right people to help us become the Leading Global Long-term Investor. Join our ambitious, agile, and diverse teams - be empowered to push boundaries and pursue innovative ideas, share your views, and be heard. Be anchored on our PRIME Values: Prudence, Respect, Integrity, Merit and Excellence, which guides us in how we make our day-to-day decisions. We strive to inspire. To make an impact. Flexibility at GIC At GIC, our offices are vibrant hubs for ideation, professional growth, and interpersonal connection.  At the same time, we believe that flexibility allows us to do our best work and be our best selves.  Thus, our teams come into the office four days per week to harness the benefits of in-person collaboration, but have the flexibility to choose which days they work from home and adjust this arrangement as situational needs arise. We are an equal opportunity employer GIC is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment.Please email grphrodtaops@gic.com.sg at any point of the application or interview process if adjustments need to be made due to a disability. Learn more about our Data Strategy Group Department here: https://gic.careers/group/data-strategy-group/ To be considered for the role, please submit a formal application through the GIC Careers site at: https://career10.successfactors.com/sfcareer/jobreqcareerpvt?jobId=16674&company=gicprivate&st=E6568EAC1CD834E43499FA6C00902B9CA7732AE3"
Senior Data Consultant,0.6688860661809174,"data engineer, data engineers, data analyst",17,0.3718999286349512,0.6006304736346847,DBA4811 – Analytics for Consulting,"Senior Data Consultant ABOUT US Syniti , part of Capgemini, tackles the hardest work in data for the world’s largest organizations. We combine intelligent software with deep data expertise to help the Fortune2000 tackle complex data challenges and drive measurable business outcomes with business-ready data. Syniti’s Data First strategy transforms data from an afterthought into a strategic asset—unlocking insights, reducing risk, and fueling growth. With over 5,000 successful projects, we support the full data lifecycle through a unified platform for migration, quality, replication, matching, master data management, analytics, governance, and strategy. Operating globally across industries, Syniti’s award-winning software, expert consultants give enterprises a unique edge in managing and maximizing their data. THE ROLE We are recruiting talented and motivated individuals to join our team delivering data projects for clients across the globe. As a Senior Data Consultant at Syniti, you will work closely with functional consultants and key customer resources, gathering requirements, building conversion objects, and driving independent value through all data project phases. You will comfortably use your data skills and the Syniti data management platform to assess and iterate through design, build and deployment, ensuring that the highest customer value is derived from your assigned objects. As a member of a Syniti Data Migration team, you will execute against the best practices for successful business transformation and become skilled in the strongest platform to meet all of our customer’s needs. WHAT YOU WILL DO After an initial training period, a Senior Consultant will be expected to: • Apply Syniti’s data migration methodology and development standards across projects. • Develop and maintain data migration rules, transformation logic, reports, and data load programs using Syniti tools. • Execute end-to-end data loads, reconciliations, and cutover activities for assigned functional areas. • Analyze and validate source and target data structures, supporting data cleansing and issue resolution with business data owners. • Contribute to data migration design through data analysis, reporting, and collaboration with Syniti and client teams. • Participate in Business Blueprint workshops and facilitate data mapping sessions. • Maintain clear documentation and communicate progress, risks, and status to Syniti leadership and customer PMO. • Act as a functional/technical SME, collaborating with other process teams to identify and resolve cross-team data issues. WHAT IT TAKES • Degree level qualification in Computer Science (or other technology-related field) • Experience in ETL / Data Migration • Functional and technical ERP/SAP experience • Project experience across multiple ERP implementations • Database experience - SQL Server, Oracle etc. • Customer-facing skills • Excellent written and verbal communication skills • Willingness to travel according to project requirements up to 100% • Syniti ADM experience would be an advantage Be fully aligned with our core values: Think Big - Be courageous and bold. Aspire to greatness. Relentlessly pursue market innovation. Set the standard by which others follow. Create solutions that have a meaningful impact. Solve the challenges our customers don’t know they have. Be Curious - Be a lifelong learner. Seek out new ideas to serve customers. Understand our competition and the world. Be permanently dissatisfied with the status quo. Challenge preconceptions. Focus on the future rather than yesterday. Take Action - Be the first. Don’t wait. Take accountability. Inspire others by doing. Fail fast and learn from mistakes. Make a difference every day. Stronger Together - Respect, trust and look out for each other. Celebrate diverse perspectives. Listen. Build connections and belonging. Act with integrity. Give back. One Syniti family. WHAT WE OFFER Trust that you are proficient at what you do. At Syniti, you will find a supportive environment and access to learning tools, but micromanagement is not our thing. Growth. We are growing rapidly and steadily solving the biggest challenges enterprise companies are faced with today. There was never a better time to join and grow with us. Most importantly, you will have the chance to shape our journey and share in our success story. Support. We all rely on each other and enable each other to be successful. You won’t stand alone. Curiosity and genuine interest in you. We all have our different stories, all equally fascinating, with each depicting a different journey, and we want to hear them all. Recognition. We are the sum of individual achievements, and we always take the time to celebrate them. An open organisation. Hierarchies are not our thing, and access is something we make sure of across the board. We are a family where everyone is just as important, everyone’s work is seen, and ideas are valued. OUR COMMITMENT TO INCLUSION At Syniti, we’re committed to creating a respectful, inclusive, and fair workplace where everyone belongs and thrives. We believe that diverse perspectives make us stronger — and we value the unique backgrounds, experiences, and voices each person brings to our team. We welcome applicants based on their skills and potential, and we’re dedicated to ensuring equal opportunities for all, regardless of personal background. If you need accommodations during the hiring process, please let us know — we’re here to support you."
Analyst (Talend Data Integration & Informatica BDM),0.6673869900837781,"data engineer, data engineers, data analyst",17,0.3532157775072585,0.6305033954043733,DBA4811 – Analytics for Consulting,"Job Summary We are seeking a Data Integration Analyst to generate and operationalize insights from diverse data sources, supporting key stakeholders through comprehensive data lifecycle management and data supply chains. You will extract, normalize, and transform data to deliver actionable business and performance insights via dashboard visualizations. Responsibilities Extract, normalize, and transform data from multiple sources to support business and performance insights Build and maintain complex SQL queries and data pipelines to ensure reliable data flow and accessibility Develop compelling and user-friendly data visualizations using commercial and/or open-source BI tools to communicate insights effectively Code in Python, R, or similar scripting languages to operationalize analytics workflows and automate data processes Collaborate with stakeholders to understand core business objectives and design end-to-end data-centric solutions that address their needs Apply critical thinking and analytical problem-solving skills to identify data issues and optimize data integration processes Maintain high attention to detail to ensure data accuracy and integrity throughout the data lifecycle Continuously develop expertise within your area of responsibility by staying current with emerging market offerings and technologies Required competencies and certifications Proficiency in SQL for building and maintaining complex queries and data pipelines Experience building data visualizations and analytics using commercial and/or open-source BI tools Coding capability in Python, R, or similar scripting languages to operationalize analytics workflows Minimum 1-2 years of experience in data analysis and visualization Preferred competencies and qualifications Undergraduate or graduate degree in Computer Science or equivalent Experience with Amazon Web Services, Cloudera, or other cloud services Data pipeline and/or database development experience Knowledge of statistical modeling, predictive analytics, or machine learning Certification in leading data analytics platforms such as Tableau, Qlik, MicroStrategy, Informatica, Talend, Microsoft SAS, or IBM Work Location Depot Road"
Data Analytics Specialist – 12 months contract,0.6669450337537547,"data engineer, data engineers, data analyst",17,0.35914276174584603,0.6164396452770807,BT4103 – Business Analytics Capstone Project,"Job Overview: We are seeking a skilled Data Analytics Specialist to support our program workstreams by transforming complex data into actionable insights. The ideal candidate will have strong expertise in data analysis, visualization, and reporting, with the ability to influence strategic decision-making and collaborate with stakeholders across all levels. Key Responsibilities: Data Analysis & Reporting: Track  key performance indicators (KPIs) and benchmarks across program workstreams. Perform in-depth data analysis to generate actionable insights, reports, and visualizations. Design and develop dashboards using tools such as Tableau, Power BI, and Excel to support data-driven decision-making. Ensure data quality and accuracy in all reporting; implement and maintain data validation processes. Establish and maintain reporting best practices and documentation. Propose and implement automation solutions where applicable. Provide training and guidance on dashboard and reporting usage. Stakeholder & Program Support: Collaborate with workstream leads and stakeholders to understand reporting requirements and metrics. Present insights and recommendations to stakeholders to support strategic decision-making. Act as a key point of contact for reporting-related queries within program workstreams. Qualifications & Experience: Bachelor’s degree in Data Analytics, Business Analytics, Statistics, or a related field. 2–4  years of hands-on experience in data analytics. Proven experience with visualization tools (Tableau, Power BI, Excel). Familiarity with statistical analysis techniques. Understanding of data quality frameworks. Experience  with KPIs and reporting in a corporate or program environment. 3–5 years of experience in program or project management is desirable. Strong analytical mindset with the ability to translate complex data into compelling insights. Excellent  communication and stakeholder management skills. Skills & Competencies: Advanced Excel and data visualization skills Analytical thinking and problem-solving Attention to detail and accuracy Ability to work independently and collaboratively Strong presentation and communication skills Salary : S$5,000.00 - $6,000.00 Location : West (Mapletree Business Park) (Nearest MRT Station : Labrador) Interested applicants, please submit your application to Teresa.chan@persolapac.com We regret to inform that only shortlisted candidates will be contacted. PERSOL Singapore Pte Ltd EA License No. 01C4394 I RCB No. 200007268E EA Reg. No. R1107631 By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOL Singapore Pte Ltd and its local and overseas subsidiaries and affiliates to collect, use and disclose your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services, complying with Government’s health advisories and such other purposes stated in our Privacy Policy. Our full Privacy Policy is available at https://www.persolsingapore.com/policies . If you wish to withdraw your consent, please drop us an email sg.dataprotection@persolapac.com to let us know. Please feel free to contact us if you have any queries"
