module_code,module_title,module_type,relevance_score,breadth_score,max_similarity,num_matching_jobs
7351,This course is designed for students who have a ba,core,0.17299943378555252,1149,0.5094211167807066,1149
601,"This is a course on calculus and linear algebra, d",core,0.12762402853609067,656,0.5497287789243328,656
481,This course aims to equip students with a basic un,core,0.11156816994308306,484,0.4866769971997444,484
23041,This course provides students with a foundational ,core,0.08574921062814364,292,0.4879211300215324,292
23061,This course is the first part of a two-course Macr,core,0.12343617758534055,626,0.4741891314833275,626
521,This course will provide an introduction to the de,core,0.1493679493664191,845,0.4409539854380553,845
581,The course is structured into two parts: internati,core,0.11237190726151167,482,0.4735322176116663,482
9591,This course examines the economic determinants of ,core,0.04289142531144174,58,0.2617206424510363,58
9601,"This course will cover basic concepts, tools and f",core,0.10942340196270021,467,0.4458219279609679,467
23051,This course provides students with a foundational ,core,0.12267432469988963,650,0.5377442269246812,650
23071,This course is the second part of a two-course Mac,core,0.10999475642746163,451,0.43647102794962,451
23131,This course introduces the concepts of random samp,elective,0.12671468341218764,608,0.3667770707732388,608
23121,This course will guide the students through the ap,elective,0.111995428954164,456,0.46305636499683234,456
23141,This course will guide students to retrieve and pr,elective,0.1903242117689132,1290,0.5412911528814999,1290
24041,"This course covers predictive models, including st",elective,0.1472425560119984,841,0.4440450930227643,841
24061,This course introduces the use of statistical conc,elective,0.10424424187298492,375,0.49464653478831605,375
24071,This course introduces statistical concepts and ba,elective,0.05247077960505309,123,0.33331484940730816,123
24081,This course introduces basic principles for analyz,elective,0.08235906503565094,260,0.3482598094800733,260
24091,This course introduces models and methods for anal,elective,0.09955302805350748,383,0.3407559993339716,383
24101,The rapid computerization of every aspect of life ,elective,0.13479067858855373,657,0.5767061207480998,657
31071,"In this comprehensive course, students will delve ",elective,0.13393717714369974,657,0.5488223708061912,657
31311,This course provides an introduction to the fundam,elective,0.20035622544733303,1345,0.5202555122663485,1345
30121,"Recently, state-of-the-art packages for the open-s",elective,0.11639417066664623,532,0.4488045195664215,532
30671,This course seeks to introduce students to the var,elective,0.14306366362831083,814,0.48462263922407744,814
421,This course provides students with a foundational ,elective,0.10893375514958922,486,0.5191648463166568,486
441,This course aims to provide you with a deep unders,elective,0.1256943163184503,616,0.46451590260948783,616
451,This course aims to equip business students with t,elective,0.09923326836801206,433,0.47275774012821414,433
471,"In many economic situations, the interactions amon",elective,0.08528319768805676,293,0.396704945054201,293
17551,This course focuses on the interaction and integra,elective,0.12758531463412506,656,0.43812380942988793,656
491,"Since the 1980s, many countries have turned to the",elective,0.07943489595395462,256,0.30324214899843027,256
24591,This course focuses on various aspects of economic,elective,0.12991196079326509,686,0.43950557938142054,686
541,This course is designed to introduce maritime econ,elective,0.1843447918649153,1052,0.6361037868977374,1052
551,This course is designed to introduce 3rd and 4th y,elective,0.1593491858047771,981,0.539556079127445,981
561,This course is designed for 3rd and 4th year under,elective,0.11907535299481123,501,0.5055185399522404,501
24581,In the financial system funds flow from those who ,elective,0.08502385497599622,308,0.41221189080206355,308
7941,This course will cover special topics in Maritime ,elective,0.18729821651977374,1066,0.6526408354907381,1066
23021,This course introduces students to data analytics ,elective,0.1736449527952309,1076,0.5375720837180614,1076
23031,"Topics covered will include the definition, measur",elective,0.2543198401974653,1468,0.6406594419621227,1468
591,This course will provide an introduction to develo,elective,0.07495644774968077,256,0.3971861308010913,256
611,This is an advanced course in game theory. Student,elective,0.07480313909508589,131,0.409014442031758,131
631,This course introduces the modern theory of indust,elective,0.10971432996885976,537,0.3569169538094258,537
641,"This course introduces theory, applications, and e",elective,0.14913763215157594,895,0.35729211307038217,895
651,This course aims to strengthen our understanding o,elective,0.038754179428020105,76,0.3674222544998338,76
661,The module begins by revisiting the conceptual bas,elective,0.1407739248754058,789,0.420563875334074,789
671,This course is designed as an introductory course ,elective,0.12736804561653928,675,0.6175179619442073,675
681,"In this course, conceptual and empirical tools in ",elective,0.08016410401665275,357,0.38225445317610496,357
13461,Health economics is a rapidly growing field of app,elective,0.1368793974822564,689,0.5187361301005481,689
13511,This course aims to enhance students’ understandin,elective,0.1277418159462336,676,0.36414883343685234,676
16131,This course will introduce methods of measuring in,elective,0.12510395281141914,636,0.4130401094490397,636
16141,This course applies rigorous economics analysis to,elective,0.233730507073547,1394,0.4865030145548429,1394
17431,The income per capita in the United States and Wes,elective,0.039163248442559716,77,0.33299377679527054,77
4111,"Since the 1980s, many countries have turned to the",elective,0.09408617124317878,362,0.3091155751363991,362
22091,This course will examine the diversity of healthca,elective,0.21593908734625544,1192,0.6299331947238422,1192
6841,This course is designed as an introductory course ,elective,0.14907554587290747,824,0.408269516832406,824
9811,This course develops analytical skills indispensab,elective,0.13760006509189818,743,0.4335440677226567,743
10891,Human capital refers to the attributes gained by a,elective,0.13410469974896952,653,0.5502012464699697,653
18901,Students will learn about the economic approach of,elective,0.17706323095793933,1148,0.5051312166051238,1148
20361,This course provides rigorous analyses on (1) how ,elective,0.07798901382686892,188,0.35512836873298786,188
23201,This course aims to provide a broad analytical fra,elective,0.06986393386743295,215,0.3180721211266708,215
25381,This course aims at applying economics to demograp,elective,0.11257962620538378,547,0.46946414897470984,547
32411,"This course is a primer on behavioural economics, ",elective,0.09381556777038158,442,0.39455408387469887,442
26471,This module is designed to equip students with qua,elective,0.13357090465658858,617,0.5608033629135747,617
31301,This course provides a comprehensive understanding,elective,0.09114444166744197,336,0.44712728016372566,336
25661,Financial Markets play an important part in assuri,elective,0.19405238411469883,1221,0.5452496065948395,1221
30021,This course is designed to provide students with a,elective,0.1277386304351898,662,0.41128120544044916,662
9641,This course is a continuation of Intermediate Micr,elective,0.12661412395210028,638,0.5525496652234801,638
9651,"The aim of this course is to twofold. First, it is",elective,0.10625938588117997,416,0.5288174612131287,416
701,This course covers mathematical concepts and techn,elective,0.1183666183327319,537,0.5348336835387181,537
7021,This course is an introduction to Political Econom,elective,0.0669493396086901,170,0.3944653760267456,170
15271,Industrial Economics/ Industrial Organization stud,elective,0.1364777804553084,764,0.3376987183530095,764
20061,This course covers mathematical concepts and techn,elective,0.10257604667192148,352,0.4196571615798168,352
