module_code,module_title,module_type,relevance_score,breadth_score,max_similarity,num_matching_jobs
30881,This course equips students with both foundational,core,0.1505708739311369,517,0.5195854875677578,517
2631,Data Science has become one of the main drivers in,core,0.2330095998347856,1373,0.6160570675400076,1373
30891,A&P can be viewed as a first course in algorithms.,core,0.19450978819519715,1092,0.5856188929801727,1092
23381,This course introduces students to computational c,elective,0.13556851025349737,433,0.4804045426169239,433
24121,This course focuses on fundamental concepts of dev,elective,0.16633330555400408,763,0.41666562386685446,763
23391,This is an introductory course in Linear Algebra. ,elective,0.15610530135913475,588,0.44204026331573065,588
23401,This course serves as an introduction to the theor,elective,0.14032555331095226,396,0.4813515480032957,396
24971,This course builds on students’ earlier programmin,elective,0.12149614499385396,255,0.46283377331800085,255
25691,This course builds on students’ earlier programmin,elective,0.15967777435278752,623,0.5176425638387075,623
1551,"This course prepares students to design, deploy, a",elective,0.16683338124986455,733,0.5330235295482256,733
24161,This course introduces students to the core concep,elective,0.241025476918469,1311,0.5092798386446905,1311
23411,The IT Solution Architecture course integrates des,elective,0.2302033805076589,1251,0.5922685994601712,1251
23481,A key challenge in many AI systems is being able t,elective,0.14777506564625395,468,0.4451864458169814,468
24221,Search and optimization are the fundamental buildi,elective,0.18200498724567526,902,0.5064544929206816,902
24201,Generative AI has revolutionized how we create and,elective,0.10221974800702356,127,0.47496570282870587,127
24211,Natural Language Communication (NLC) is the conver,elective,0.13427122540808217,344,0.41104110892603396,344
22201,The Foundations of Cybersecurity course provides f,elective,0.14997988762969916,548,0.6037978087256025,548
24191,Information security is not just a technical issue,elective,0.15639990630835685,624,0.665167946175329,624
20441,This course focuses on fundamental concepts of dev,elective,0.16438899792710307,724,0.462070535953277,724
